cast,crew,id
"[{'cast_id': 4, 'character': 'Buck', 'credit_id': '52fe4521c3a368484e04a439', 'gender': 2, 'id': 16897, 'name': 'Sidney Poitier', 'order': 0, 'profile_path': '/9LV17m3H7nGCJTXg7pzhK857g6V.jpg'}, {'cast_id': 5, 'character': 'The Preacher', 'credit_id': '52fe4521c3a368484e04a43d', 'gender': 2, 'id': 33162, 'name': 'Harry Belafonte', 'order': 1, 'profile_path': '/fSSsExSbBbkr6ZV5uwTMZqZyDwh.jpg'}, {'cast_id': 6, 'character': 'Ruth', 'credit_id': '52fe4521c3a368484e04a441', 'gender': 1, 'id': 15532, 'name': 'Ruby Dee', 'order': 2, 'profile_path': '/hadVr5kdeqlorRmjaMhHAutTbAm.jpg'}]","[{'credit_id': '52fe4521c3a368484e04a42f', 'department': 'Directing', 'gender': 2, 'id': 15663, 'job': 'Director', 'name': 'Joseph Sargent', 'profile_path': '/caO0AI5r8xT2C3yCo8czB8DA1nr.jpg'}]",26928
"[{'cast_id': 23, 'character': 'Jim Garrison', 'credit_id': '52fe427bc3a36847f80223ab', 'gender': 2, 'id': 1269, 'name': 'Kevin Costner', 'order': 0, 'profile_path': '/ePo87kGyyY8JZ3z7Zm7Z2GYdmJ8.jpg'}, {'cast_id': 24, 'character': 'Clay Shaw/Clay Bertrand', 'credit_id': '52fe427bc3a36847f80223af', 'gender': 2, 'id': 2176, 'name': 'Tommy Lee Jones', 'order': 1, 'profile_path': '/gRXugLFvr1oHZ6alLUxmYDq8cgW.jpg'}, {'cast_id': 25, 'character': 'Lee Harvey Oswald', 'credit_id': '52fe427bc3a36847f80223b3', 'gender': 2, 'id': 64, 'name': 'Gary Oldman', 'order': 2, 'profile_path': '/v4qJEX4TEgEt2Zghldbd71AFjbV.jpg'}]","[{'credit_id': '52fe427bc3a36847f8022329', 'department': 'Directing', 'gender': 2, 'id': 1152, 'job': 'Director', 'name': 'Oliver Stone', 'profile_path': '/uHdNGBkrI74eYfUP2Uie7nuo0Nn.jpg'}]",820
"[{'cast_id': 7, 'character': 'George Henderson', 'credit_id': '52fe44cfc3a36847f80ab43d', 'gender': 2, 'id': 12074, 'name': 'John Lithgow', 'order': 0, 'profile_path': '/uquz3dZ0fs0lAK57lCXwxaslVkb.jpg'}, {'cast_id': 8, 'character': 'Nancy Henderson', 'credit_id': '52fe44cfc3a36847f80ab441', 'gender': 1, 'id': 4778, 'name': 'Melinda Dillon', 'order': 1, 'profile_path': '/f4DU3lNCJqNVgwDZmHMlNV96rKV.jpg'}, {'cast_id': 9, 'character': 'Sarah Henderson', 'credit_id': '52fe44cfc3a36847f80ab445', 'gender': 1, 'id': 56509, 'name': 'Margaret Langrick', 'order': 2, 'profile_path': '/g6oSxhetFIRIXbCfNK1cE1cpwXX.jpg'}]","[{'credit_id': '52fe44cfc3a36847f80ab453', 'department': 'Directing', 'gender': 2, 'id': 56506, 'job': 'Director', 'name': 'William Dear', 'profile_path': '/mIkG9PRVXuBMKz5HKMfAkc8Tg2P.jpg'}]",8989
"[{'cast_id': 0, 'character': 'Corey', 'credit_id': '55023d04925141275c0033f3', 'gender': 2, 'id': 140777, 'name': 'Michael Schoeffling', 'order': 1, 'profile_path': '/dNtopMh1iPU2tcLgAqHX0jvG7oj.jpg'}, {'cast_id': 1, 'character': 'Norman Shrike', 'credit_id': '55023d1fc3a3685bab00370e', 'gender': 2, 'id': 3087, 'name': 'Robert Duvall', 'order': 2, 'profile_path': '/1aBC7NxPy10ofng6HsJBecJ1vMZ.jpg'}, {'cast_id': 2, 'character': 'Jack', 'credit_id': '55023d34c3a3685ba6003c65', 'gender': 2, 'id': 2048, 'name': 'Gary Busey', 'order': 3, 'profile_path': '/n66ycv61ZoqusHthcQde1g3JY6T.jpg'}]","[{'credit_id': '55023e269251413da8003c38', 'department': 'Directing', 'gender': 2, 'id': 13859, 'job': 'Director', 'name': 'Stuart Rosenberg', 'profile_path': None}]",32031
"[{'cast_id': 16, 'character': 'Nadia Gates', 'credit_id': '52fe428dc3a36847f802769f', 'gender': 1, 'id': 326, 'name': 'Kim Basinger', 'order': 0, 'profile_path': '/xpv6NgpY0mDr5QSWjZLXy5KlFn9.jpg'}, {'cast_id': 17, 'character': 'Walter Davis', 'credit_id': '52fe428dc3a36847f80276a3', 'gender': 2, 'id': 62, 'name': 'Bruce Willis', 'order': 1, 'profile_path': '/2B7RySy2WMVJKKEFN2XA3IFb8w0.jpg'}, {'cast_id': 18, 'character': 'David Bedford', 'credit_id': '52fe428dc3a36847f80276a7', 'gender': 2, 'id': 14101, 'name': 'John Larroquette', 'order': 2, 'profile_path': '/2JCgM1nqdxZUQv1qsE3BJu4fnRr.jpg'}]","[{'credit_id': '52fe428cc3a36847f8027647', 'department': 'Directing', 'gender': 2, 'id': 1927, 'job': 'Director', 'name': 'Blake Edwards', 'profile_path': '/tQ13izDBcErAV2qSz9KGjQbV5p9.jpg'}]",918
"[{'cast_id': 25, 'character': 'Erin Brockovich', 'credit_id': '52fe4246c3a36847f801198d', 'gender': 1, 'id': 1204, 'name': 'Julia Roberts', 'order': 0, 'profile_path': '/h13yvG0tRNMTAwciQXxYmQWdYW8.jpg'}, {'cast_id': 26, 'character': 'Ed Masry', 'credit_id': '52fe4246c3a36847f8011991', 'gender': 0, 'id': 3926, 'name': 'Albert Finney', 'order': 1, 'profile_path': '/2BTzSQUa3RXPqeeNjbJqnyIBePE.jpg'}, {'cast_id': 27, 'character': 'George', 'credit_id': '52fe4246c3a36847f8011995', 'gender': 2, 'id': 6383, 'name': 'Aaron Eckhart', 'order': 2, 'profile_path': '/aRSofX2rMpOhPanB9Wh7veYmFn4.jpg'}]","[{'credit_id': '52fe4246c3a36847f801193b', 'department': 'Directing', 'gender': 2, 'id': 1884, 'job': 'Director', 'name': 'Steven Soderbergh', 'profile_path': '/dxdMRsAosaGlMRd7EMmm9lrXXsW.jpg'}]",462
"[{'cast_id': 20, 'character': 'Tom', 'credit_id': '52fe4353c3a36847f804bc0d', 'gender': 2, 'id': 10698, 'name': 'Tchéky Karyo', 'order': 2, 'profile_path': '/9rMF25F5r3Giix9jkwfuUz2utHv.jpg'}, {'cast_id': 21, 'character': 'Bill', 'credit_id': '52fe4353c3a36847f804bc11', 'gender': 2, 'id': 24435, 'name': 'Jack Wallace', 'order': 3, 'profile_path': '/83wIH9unPcgk1lIIqYcojhVyOOP.jpg'}, {'cast_id': 22, 'character': 'Le chasseur aux chiens', 'credit_id': '52fe4353c3a36847f804bc15', 'gender': 2, 'id': 24436, 'name': 'André Lacombe', 'order': 4, 'profile_path': '/S8MunASjWabo8MfcjU3S2loT8S.jpg'}]","[{'credit_id': '52fe4353c3a36847f804bba7', 'department': 'Directing', 'gender': 2, 'id': 2352, 'job': 'Director', 'name': 'Jean-Jacques Annaud', 'profile_path': '/sxNr4V5xESbnn6To1etsLoPj5SC.jpg'}]",2383
"[{'cast_id': 5, 'character': 'Matka/Natalya', 'credit_id': '52fe42f3c3a36847f802f0d1', 'gender': 1, 'id': 55512, 'name': 'Margarita Terekhova', 'order': 0, 'profile_path': '/5IJjwsVPfHU5W1jp7rEsIIMt7Ym.jpg'}, {'cast_id': 18, 'character': 'The Father', 'credit_id': '52fe42f3c3a36847f802f101', 'gender': 2, 'id': 1090481, 'name': 'Oleg Yankovskiy', 'order': 1, 'profile_path': '/Yp2PjSJJ8x76CE3x4nXJumTppa.jpg'}, {'cast_id': 6, 'character': 'Lisa', 'credit_id': '52fe42f3c3a36847f802f0d5', 'gender': 1, 'id': 55513, 'name': 'Alla Demidova', 'order': 2, 'profile_path': '/lHvrZsCeNFUiu21ZAAC0XJynuQX.jpg'}]","[{'credit_id': '52fe42f3c3a36847f802f0bd', 'department': 'Directing', 'gender': 2, 'id': 8452, 'job': 'Director', 'name': 'Andrei Tarkovsky', 'profile_path': '/j0toVLrgLNuyGnUxGPnSfnPiSf5.jpg'}]",1396
"[{'cast_id': 1, 'character': 'Louise Elizabeth Sawyer', 'credit_id': '52fe42fbc3a36847f8031a61', 'gender': 1, 'id': 4038, 'name': 'Susan Sarandon', 'order': 0, 'profile_path': '/giqZPokZi2nKLtYw8hrMVf8Vita.jpg'}, {'cast_id': 2, 'character': 'Thelma Yvonne Dickinson', 'credit_id': '52fe42fbc3a36847f8031a65', 'gender': 1, 'id': 16935, 'name': 'Geena Davis', 'order': 1, 'profile_path': '/6b8cRJOItz7yNpYuLCPkl5kv4m2.jpg'}, {'cast_id': 3, 'character': 'Investigator Hal Slocumb', 'credit_id': '52fe42fbc3a36847f8031a69', 'gender': 2, 'id': 1037, 'name': 'Harvey Keitel', 'order': 2, 'profile_path': '/4IcHhp1SCKijRxb7kqnxZNJuKdn.jpg'}]","[{'credit_id': '52fe42fbc3a36847f8031a83', 'department': 'Directing', 'gender': 2, 'id': 578, 'job': 'Director', 'name': 'Ridley Scott', 'profile_path': '/oTAL0z0vsjipCruxXUsDUIieuhk.jpg'}]",1541
"[{'cast_id': 19, 'character': 'Sal', 'credit_id': '52fe428ec3a36847f8027da3', 'gender': 2, 'id': 1004, 'name': 'Danny Aiello', 'order': 0, 'profile_path': '/UvPalkz4ynJJrTcrbpfD05gVoO.jpg'}, {'cast_id': 18, 'character': 'Da Mayor', 'credit_id': '52fe428ec3a36847f8027d9f', 'gender': 2, 'id': 15531, 'name': 'Ossie Davis', 'order': 1, 'profile_path': '/9oVewASbQrzqENeKJX5CGLVzq3U.jpg'}, {'cast_id': 23, 'character': 'Mother Sister', 'credit_id': '52fe428ec3a36847f8027db3', 'gender': 1, 'id': 15532, 'name': 'Ruby Dee', 'order': 2, 'profile_path': '/hadVr5kdeqlorRmjaMhHAutTbAm.jpg'}]","[{'credit_id': '52fe428ec3a36847f8027d3b', 'department': 'Directing', 'gender': 2, 'id': 5281, 'job': 'Director', 'name': 'Spike Lee', 'profile_path': '/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg'}]",925
"[{'cast_id': 13, 'character': 'Cyrus', 'credit_id': '52fe430fc3a36847f8037505', 'gender': 2, 'id': 5281, 'name': 'Spike Lee', 'order': 0, 'profile_path': '/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg'}, {'cast_id': 14, 'character': 'Angie Tucci', 'credit_id': '52fe430fc3a36847f8037509', 'gender': 1, 'id': 18750, 'name': 'Annabella Sciorra', 'order': 1, 'profile_path': '/2rhrUQbnRLI5hS0nZSvtmFHCf2M.jpg'}, {'cast_id': 15, 'character': 'Lucinda Purify', 'credit_id': '52fe430fc3a36847f803750d', 'gender': 1, 'id': 15532, 'name': 'Ruby Dee', 'order': 2, 'profile_path': '/hadVr5kdeqlorRmjaMhHAutTbAm.jpg'}]","[{'credit_id': '52fe430ec3a36847f80374c5', 'department': 'Directing', 'gender': 2, 'id': 5281, 'job': 'Director', 'name': 'Spike Lee', 'profile_path': '/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg'}]",1713
"[{'cast_id': 5, 'character': 'Coogan', 'credit_id': '52fe44f1c3a368484e03fa53', 'gender': 2, 'id': 190, 'name': 'Clint Eastwood', 'order': 0, 'profile_path': '/wJosJW9DNWHOA8h63bQr2HgHC48.jpg'}, {'cast_id': 6, 'character': 'Lt. McElroy', 'credit_id': '52fe44f1c3a368484e03fa57', 'gender': 2, 'id': 5248, 'name': 'Lee J. Cobb', 'order': 1, 'profile_path': '/535dOk8eUI97esLMunIXdG58jUu.jpg'}, {'cast_id': 7, 'character': 'Julie', 'credit_id': '52fe44f1c3a368484e03fa5b', 'gender': 1, 'id': 40168, 'name': 'Susan Clark', 'order': 2, 'profile_path': '/tQradyDXFaFWV1ZefFpwx3kr5Jm.jpg'}]","[{'credit_id': '52fe44f1c3a368484e03fa3d', 'department': 'Directing', 'gender': 2, 'id': 14773, 'job': 'Director', 'name': 'Don Siegel', 'profile_path': '/vylrJ53CsYbxECA8c2CDEqkYKge.jpg'}]",26170
"[{'cast_id': 13, 'character': 'Walter Neff', 'credit_id': '52fe4298c3a36847f802adc5', 'gender': 2, 'id': 4091, 'name': 'Fred MacMurray', 'order': 0, 'profile_path': '/eARBON6ZDOo6aGKDkqLbbkHWHa3.jpg'}, {'cast_id': 14, 'character': 'Phyllis Dietrichson', 'credit_id': '52fe4298c3a36847f802adc9', 'gender': 1, 'id': 14974, 'name': 'Barbara Stanwyck', 'order': 1, 'profile_path': '/yY2CrbaTyKpmmuUeSu57Wsf2aHk.jpg'}, {'cast_id': 21, 'character': 'Barton Keyes', 'credit_id': '52fe4298c3a36847f802ade5', 'gender': 2, 'id': 13566, 'name': 'Edward G. Robinson', 'order': 2, 'profile_path': '/af1aBRi4UccaxtmDPWEtlfy1vXE.jpg'}]","[{'credit_id': '52fe4298c3a36847f802ad7f', 'department': 'Directing', 'gender': 0, 'id': 3146, 'job': 'Director', 'name': 'Billy Wilder', 'profile_path': '/nWV9BDDCbRegP7etiPjl3vYnJEq.jpg'}]",996
"[{'cast_id': 1, 'character': 'Johnny', 'credit_id': '52fe42fac3a36847f80313bb', 'gender': 2, 'id': 17338, 'name': 'Vanilla Ice', 'order': 0, 'profile_path': '/zCDBQUDJ6n2Kz3hnfbjOpB6kRFE.jpg'}, {'cast_id': 4, 'character': 'Kathy', 'credit_id': '52fe42fac3a36847f80313cb', 'gender': 1, 'id': 11521, 'name': 'Kristin Minter', 'order': 1, 'profile_path': '/aGWrWP87jXdPjYTiQ6cGmxHqBGR.jpg'}, {'cast_id': 5, 'character': 'Singer at First Club', 'credit_id': '52fe42fac3a36847f80313cf', 'gender': 1, 'id': 56367, 'name': 'Naomi Campbell', 'order': 2, 'profile_path': '/xEEqcwmkfjGWKP1QbShGxbJbYEg.jpg'}]","[{'credit_id': '52fe42fac3a36847f80313c1', 'department': 'Directing', 'gender': 2, 'id': 4759, 'job': 'Director', 'name': 'David Kellogg', 'profile_path': '/8CqtSRR1QoLQGD1cbtoA1HwOF2u.jpg'}]",1496
"[{'cast_id': 1, 'character': ""April O'Neal"", 'credit_id': '52fe42fac3a36847f8031499', 'gender': 1, 'id': 45041, 'name': 'Judith Hoag', 'order': 0, 'profile_path': '/mP2EqWWhy6iP2PCbbky78pj10VK.jpg'}, {'cast_id': 2, 'character': 'Casey Jones', 'credit_id': '52fe42fac3a36847f803149d', 'gender': 2, 'id': 13550, 'name': 'Elias Koteas', 'order': 1, 'profile_path': '/11pXICpcdGJxGG8H8g1Bk3qc66V.jpg'}, {'cast_id': 3, 'character': 'Raphael (voice) / Passenger In Cab', 'credit_id': '52fe42fac3a36847f80314a1', 'gender': 2, 'id': 6181, 'name': 'Josh Pais', 'order': 2, 'profile_path': '/ogv2OWxCz4gB1h9GOJA8h8qzooO.jpg'}]","[{'credit_id': '52fe42fac3a36847f80314ff', 'department': 'Directing', 'gender': 2, 'id': 18308, 'job': 'Director', 'name': 'Steve Barron', 'profile_path': '/3T5EQ8u1yfz3MIAYV1VQHGLVhSC.jpg'}]",1498
"[{'cast_id': 2, 'character': ""April O'Neil"", 'credit_id': '52fe42fac3a36847f8031409', 'gender': 1, 'id': 74932, 'name': 'Paige Turco', 'order': 0, 'profile_path': '/1RiIwCycBkh9SGp6XuVheAvqWXs.jpg'}, {'cast_id': 17, 'character': 'Professor Jordon Perry', 'credit_id': '52fe42fac3a36847f8031455', 'gender': 2, 'id': 2076, 'name': 'David Warner', 'order': 1, 'profile_path': '/wgp2AlWKveLBOcs8YNuLeZiLsGL.jpg'}, {'cast_id': 4, 'character': 'Michaelangelo / Soho Man', 'credit_id': '52fe42fac3a36847f803140d', 'gender': 2, 'id': 77152, 'name': 'Michelan Sisti', 'order': 2, 'profile_path': '/1viIojmhmzkuZTvKdbiq08aqVjb.jpg'}]","[{'credit_id': '52fe42fac3a36847f8031413', 'department': 'Directing', 'gender': 2, 'id': 59649, 'job': 'Director', 'name': 'Michael Pressman', 'profile_path': '/svlIYwFa9ATEQnM4QD3iz1G59vq.jpg'}]",1497
"[{'cast_id': 5, 'character': ""April O'Neil"", 'credit_id': '52fe42fac3a36847f8031523', 'gender': 1, 'id': 74932, 'name': 'Paige Turco', 'order': 0, 'profile_path': '/1RiIwCycBkh9SGp6XuVheAvqWXs.jpg'}, {'cast_id': 9, 'character': 'Walker', 'credit_id': '53dbed520e0a26482200068a', 'gender': 2, 'id': 14344, 'name': 'Stuart Wilson', 'order': 1, 'profile_path': '/zHNgIIShvznjpg8xhHHuOuHieQB.jpg'}, {'cast_id': 10, 'character': 'Lord Norinaga', 'credit_id': '53f988b0c3a368734c002571', 'gender': 0, 'id': 85500, 'name': 'Sab Shimono', 'order': 2, 'profile_path': '/jgbTTB8hCfKARta5yGkHrq2DFB.jpg'}]","[{'credit_id': '52fe42fac3a36847f803152d', 'department': 'Directing', 'gender': 2, 'id': 76418, 'job': 'Director', 'name': 'Stuart Gillard', 'profile_path': '/1UiNFzqnyvCGkr1ha5czRIouXxr.jpg'}]",1499
"[{'cast_id': 1, 'character': 'Jed', 'credit_id': '52fe431dc3a36847f803b5af', 'gender': 2, 'id': 723, 'name': 'Patrick Swayze', 'order': 0, 'profile_path': '/3mpjuYiGfglDeaGjwFmSBBzwbc1.jpg'}, {'cast_id': 2, 'character': 'Robert', 'credit_id': '52fe431dc3a36847f803b5b3', 'gender': 2, 'id': 2878, 'name': 'C. Thomas Howell', 'order': 1, 'profile_path': '/8PFMkxOnn1JEKwd0nlbBuZfS7Sf.jpg'}, {'cast_id': 3, 'character': 'Erica', 'credit_id': '52fe431dc3a36847f803b5b7', 'gender': 1, 'id': 1063, 'name': 'Lea Thompson', 'order': 2, 'profile_path': '/gaZhgJdLmWkEdqkkfomnBQn16uo.jpg'}]","[{'credit_id': '52fe431dc3a36847f803b5d7', 'department': 'Directing', 'gender': 2, 'id': 8328, 'job': 'Director', 'name': 'John Milius', 'profile_path': '/uBNb69DEc84IZxKD1bdo8Ex2j6j.jpg'}]",1880
"[{'cast_id': 12, 'character': 'Adrian Cronauer', 'credit_id': '52fe4278c3a36847f802135f', 'gender': 2, 'id': 2157, 'name': 'Robin Williams', 'order': 0, 'profile_path': '/sojtJyIV3lkUeThD7A2oHNm8183.jpg'}, {'cast_id': 13, 'character': 'Edward Montesque Garlick', 'credit_id': '52fe4278c3a36847f8021363', 'gender': 2, 'id': 2178, 'name': 'Forest Whitaker', 'order': 1, 'profile_path': '/4pMQkelS5lK661m9Kz3oIxLYiyS.jpg'}, {'cast_id': 14, 'character': 'Tuan', 'credit_id': '52fe4278c3a36847f8021367', 'gender': 0, 'id': 11960, 'name': 'Tung Thanh Tran', 'order': 2, 'profile_path': '/iUjrTN3w1QsK0yxan767fFYVWBd.jpg'}]","[{'credit_id': '52fe4278c3a36847f802131f', 'department': 'Directing', 'gender': 2, 'id': 8246, 'job': 'Director', 'name': 'Barry Levinson', 'profile_path': '/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg'}]",801
"[{'cast_id': 1, 'character': 'Matt Drayton', 'credit_id': '52fe431dc3a36847f803b531', 'gender': 2, 'id': 12147, 'name': 'Spencer Tracy', 'order': 0, 'profile_path': '/vnLAbTFBcKJcNfxQYwTImzZSext.jpg'}, {'cast_id': 2, 'character': 'Dr. John Wade Prentice', 'credit_id': '52fe431dc3a36847f803b535', 'gender': 2, 'id': 16897, 'name': 'Sidney Poitier', 'order': 1, 'profile_path': '/9LV17m3H7nGCJTXg7pzhK857g6V.jpg'}, {'cast_id': 3, 'character': 'Christina Drayton', 'credit_id': '52fe431dc3a36847f803b539', 'gender': 1, 'id': 6598, 'name': 'Katharine Hepburn', 'order': 2, 'profile_path': '/ieGNYekIGc5R16cYmIzzyo59Lfz.jpg'}]","[{'credit_id': '52fe431dc3a36847f803b543', 'department': 'Directing', 'gender': 2, 'id': 4081, 'job': 'Director', 'name': 'Stanley Kramer', 'profile_path': '/bktob9TbgLzvPLl3YXytRg2jCXH.jpg'}]",1879
"[{'cast_id': 8, 'character': 'Hang Sing', 'credit_id': '52fe4333c3a36847f8042141', 'gender': 2, 'id': 1336, 'name': 'Jet Li', 'order': 0, 'profile_path': '/5himGJzSuLoHwqacTz7sXWqgeMt.jpg'}, {'cast_id': 9, 'character': 'Trish O`Day', 'credit_id': '52fe4333c3a36847f8042145', 'gender': 1, 'id': 21352, 'name': 'Aaliyah', 'order': 1, 'profile_path': '/9AUA7yvMocrm9A5TtaHZ12hxQjT.jpg'}, {'cast_id': 10, 'character': 'Mac', 'credit_id': '52fe4333c3a36847f8042149', 'gender': 2, 'id': 21353, 'name': 'Isaiah Washington', 'order': 2, 'profile_path': '/kK4nEwvY0MFwCsQ17E0w0El7G9P.jpg'}]","[{'credit_id': '52fe4333c3a36847f804211f', 'department': 'Directing', 'gender': 2, 'id': 10765, 'job': 'Director', 'name': 'Andrzej Bartkowiak', 'profile_path': '/K2pgHC907AUCim8WOkHOJpqERC.jpg'}]",2085
"[{'cast_id': 8, 'character': 'A factory worker', 'credit_id': '52fe4383c3a36847f8059ee9', 'gender': 2, 'id': 13848, 'name': 'Charlie Chaplin', 'order': 0, 'profile_path': '/pcvSg2LqnyVFel9dPIwTRagpfur.jpg'}, {'cast_id': 9, 'character': 'A gamin', 'credit_id': '52fe4383c3a36847f8059eed', 'gender': 1, 'id': 14027, 'name': 'Paulette Goddard', 'order': 1, 'profile_path': '/8MuOzgtsI1PQUIlj2e2Y1UFLpTc.jpg'}, {'cast_id': 10, 'character': 'Cafe proprietor', 'credit_id': '52fe4383c3a36847f8059ef1', 'gender': 2, 'id': 14438, 'name': 'Henry Bergman', 'order': 2, 'profile_path': '/lXhkLU19RhgFD95zx84jjXhhyE.jpg'}]","[{'credit_id': '52fe4383c3a36847f8059ec1', 'department': 'Directing', 'gender': 2, 'id': 13848, 'job': 'Director', 'name': 'Charlie Chaplin', 'profile_path': '/pcvSg2LqnyVFel9dPIwTRagpfur.jpg'}]",3082
"[{'cast_id': 16, 'character': 'Steve Kelso', 'credit_id': '52fe4336c3a36847f8042b07', 'gender': 2, 'id': 21561, 'name': 'Tim Matheson', 'order': 0, 'profile_path': '/iQQCtIS9bQJlQ8OMOzeidsJptAQ.jpg'}, {'cast_id': 17, 'character': 'Adm. Skeet Kelso', 'credit_id': '52fe4336c3a36847f8042b0b', 'gender': 2, 'id': 10017, 'name': 'Charlton Heston', 'order': 1, 'profile_path': '/pXwJV9JlOCKOHSfEJdt2q61SZVq.jpg'}, {'cast_id': 18, 'character': 'Arnold Teague', 'credit_id': '52fe4336c3a36847f8042b0f', 'gender': 2, 'id': 1039, 'name': 'Peter Boyle', 'order': 2, 'profile_path': '/hAZw6rJlAemlqND09Km7qGvpZ6D.jpg'}]","[{'credit_id': '52fe4335c3a36847f8042aaf', 'department': 'Directing', 'gender': 0, 'id': 21544, 'job': 'Director', 'name': 'Richard C. Sarafian', 'profile_path': '/8NS8Rb57CCqIewvfX5ru9J5PC9M.jpg'}]",2102
"[{'cast_id': 15, 'character': 'Eddie Felson', 'credit_id': '52fe4297c3a36847f802a9db', 'gender': 2, 'id': 3636, 'name': 'Paul Newman', 'order': 0, 'profile_path': '/my0Blo9IBy1WZ0QKbuxUzS0QwV5.jpg'}, {'cast_id': 16, 'character': 'Minnesota Fats', 'credit_id': '52fe4297c3a36847f802a9df', 'gender': 2, 'id': 14882, 'name': 'Jackie Gleason', 'order': 1, 'profile_path': '/y04Rs2qvNYlmZk31y2EVtYd073J.jpg'}, {'cast_id': 17, 'character': 'Sarah Packard', 'credit_id': '52fe4297c3a36847f802a9e3', 'gender': 1, 'id': 6721, 'name': 'Piper Laurie', 'order': 2, 'profile_path': '/eKjVK5MQ5RK9XuVLaCC2oYACmbK.jpg'}]","[{'credit_id': '52fe4297c3a36847f802a989', 'department': 'Directing', 'gender': 2, 'id': 14875, 'job': 'Director', 'name': 'Robert Rossen', 'profile_path': '/5hSUgiQlfzkyUbx1hluJanhwN8b.jpg'}]",990
"[{'cast_id': 1, 'character': 'Henry Drummond', 'credit_id': '52fe4320c3a36847f803c589', 'gender': 2, 'id': 12147, 'name': 'Spencer Tracy', 'order': 0, 'profile_path': '/vnLAbTFBcKJcNfxQYwTImzZSext.jpg'}, {'cast_id': 2, 'character': 'Matthew Harrison Brady', 'credit_id': '52fe4320c3a36847f803c58d', 'gender': 2, 'id': 13576, 'name': 'Fredric March', 'order': 1, 'profile_path': '/iqF3LWUhBvbBgYohM8yPZCyLYq0.jpg'}, {'cast_id': 3, 'character': 'E.K. Hornbeck', 'credit_id': '52fe4320c3a36847f803c591', 'gender': 2, 'id': 13294, 'name': 'Gene Kelly', 'order': 2, 'profile_path': '/xbQZidMyhviuLmI1h8cJoJ7F1LV.jpg'}]","[{'credit_id': '52fe4320c3a36847f803c5a3', 'department': 'Directing', 'gender': 2, 'id': 4081, 'job': 'Director', 'name': 'Stanley Kramer', 'profile_path': '/bktob9TbgLzvPLl3YXytRg2jCXH.jpg'}]",1908
"[{'cast_id': 14, 'character': 'Roy Neary', 'credit_id': '52fe427ec3a36847f8023499', 'gender': 2, 'id': 3037, 'name': 'Richard Dreyfuss', 'order': 0, 'profile_path': '/7JPMhXnfY5jgPbtByutwkHHZS3M.jpg'}, {'cast_id': 15, 'character': 'Claude Lacombe', 'credit_id': '52fe427ec3a36847f802349d', 'gender': 0, 'id': 1650, 'name': 'François Truffaut', 'order': 1, 'profile_path': '/apCCV99N3FqB5NsEPqOzetlkprL.jpg'}, {'cast_id': 16, 'character': 'Ronnie Neary', 'credit_id': '52fe427ec3a36847f80234a1', 'gender': 1, 'id': 8437, 'name': 'Teri Garr', 'order': 2, 'profile_path': '/dG1PeN7MdRlP6ZeSeRmaGwSeUWd.jpg'}]","[{'credit_id': '52fe427ec3a36847f8023453', 'department': 'Directing', 'gender': 2, 'id': 488, 'job': 'Director', 'name': 'Steven Spielberg', 'profile_path': '/pOK15UNaw75Bzj7BQO1ulehbPPm.jpg'}]",840
"[{'cast_id': 5, 'character': 'Frank', 'credit_id': '52fe4514c3a368484e047399', 'gender': 2, 'id': 26485, 'name': 'Jim Belushi', 'order': 0, 'profile_path': '/AplV1ikSo3Zn93hhy5ht7Y7sQio.jpg'}, {'cast_id': 6, 'character': 'Karen', 'credit_id': '52fe4514c3a368484e04739d', 'gender': 1, 'id': 96043, 'name': 'Kylie Travis', 'order': 1, 'profile_path': '/rhVtN91Rf9NBZqZGCmJyDP4gUME.jpg'}, {'cast_id': 7, 'character': 'Rayanne', 'credit_id': '52fe4514c3a368484e0473a1', 'gender': 1, 'id': 81287, 'name': 'Shannon Whirry', 'order': 2, 'profile_path': '/ylaZzzKoz2Ajqxu4tqgPxALlDXp.jpg'}]","[{'credit_id': '52fe4514c3a368484e047383', 'department': 'Directing', 'gender': 2, 'id': 65420, 'job': 'Director', 'name': 'Louis Morneau', 'profile_path': None}]",26689
"[{'cast_id': 8, 'character': 'Jacob Singer', 'credit_id': '52fe434ac3a36847f80491e3', 'gender': 2, 'id': 504, 'name': 'Tim Robbins', 'order': 0, 'profile_path': '/7pirFsBQe93TSfzu404Hgcj1YWj.jpg'}, {'cast_id': 9, 'character': 'Jezebel', 'credit_id': '52fe434ac3a36847f80491e7', 'gender': 1, 'id': 7430, 'name': 'Elizabeth Peña', 'order': 1, 'profile_path': '/ePeN3h3UDH9S4THwxwWjQQyK3cH.jpg'}, {'cast_id': 10, 'character': 'Louis', 'credit_id': '52fe434ac3a36847f80491eb', 'gender': 2, 'id': 1004, 'name': 'Danny Aiello', 'order': 2, 'profile_path': '/UvPalkz4ynJJrTcrbpfD05gVoO.jpg'}]","[{'credit_id': '52fe434ac3a36847f80491bb', 'department': 'Directing', 'gender': 2, 'id': 7270, 'job': 'Director', 'name': 'Adrian Lyne', 'profile_path': '/oebBxmZ88IuCF99rX4RUmudk6S1.jpg'}]",2291
