genres,id,title
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",25905,The Shop on Main Street
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1644,The Vanishing
"[{'id': 18, 'name': 'Drama'}]",66092,I Never Promised You a Rose Garden
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",166,The Party
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1623,Brubaker
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]",86463,D.O.A.
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1716,The Last Metro
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",3172,Bandits
"[{'id': 18, 'name': 'Drama'}]",570,Fat Girl
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1018,Mulholland Drive
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",27396,Brannigan
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",26299,Clambake
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",984,Dirty Harry
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",768,From Hell
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2100,The Last Castle
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",3173,Bangkok Dangerous
"[{'id': 80, 'name': 'Crime'}]",27092,Burnt Money
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",167,K-PAX
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",27444,Better Than Sex
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",141,Donnie Darko
[],151727,Trembling Before G-d
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",585,"Monsters, Inc."
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",140511,King of the Jungle
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",133115,Maze
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",671,Harry Potter and the Philosopher's Stone
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1535,Spy Game
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1433,The Devil's Backbone
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999,In the Bedroom
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",269,Breathless
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5781,That Obscure Object of Desire
"[{'id': 18, 'name': 'Drama'}]",3537,Fame
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8738,The Final Countdown
"[{'id': 878, 'name': 'Science Fiction'}]",3604,Flash Gordon
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6974,The Angry Red Planet
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",26398,At the Earth's Core
"[{'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",299,Ocean's Eleven
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",8007,Behind Enemy Lines
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",161,Ocean's Eleven
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",31682,The Incredible Shrinking Man
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4886,And Then There Were None
"[{'id': 18, 'name': 'Drama'}]",228,The Blue Angel
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",194,Amélie
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1903,Vanilla Sky
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1649,Bill & Ted's Bogus Journey
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",26978,Spacehunter: Adventures in the Forbidden Zone
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",120,The Lord of the Rings: The Fellowship of the Ring
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",453,A Beautiful Mind
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5052,Topkapi
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",37257,Witness for the Prosecution
"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",855,Black Hawk Down
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5279,Gosford Park
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1365,Monster's Ball
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6440,The Shipping News
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6037,Murder by Death
"[{'id': 18, 'name': 'Drama'}]",42987,The Servant
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",6312,Brotherhood of the Wolf
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",26337,China Moon
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",77985,Maria's Lovers
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",98491,Wuthering Heights
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26686,California Suite
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",61934,The Long Gray Line
"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",27273,The Flight of Dragons
"[{'id': 14, 'name': 'Fantasy'}]",848,Dragonslayer
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4965,Impostor
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",150,48 Hrs.
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",112,Italian for Beginners
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",27378,Heart of Glass
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",651,M*A*S*H
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2637,The Mothman Prophecies
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2084,Birthday Girl
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",51044,Carmen Jones
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4267,Get Out Your Handkerchiefs
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",4031,Going Places
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",47871,Honky Tonk Freeway
"[{'id': 35, 'name': 'Comedy'}]",69928,The Man Who Loved Women
"[{'id': 18, 'name': 'Drama'}]",2441,Cows
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",931,Don't Look Now
"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",8737,Cast a Giant Shadow
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",993,Sleuth
"[{'id': 35, 'name': 'Comedy'}]",27824,The Last Man
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",480,Monsoon Wedding
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",108267,The Lone Ranger and the Lost City of Gold
"[{'id': 18, 'name': 'Drama'}]",614,Wild Strawberries
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2752,40 Days and 40 Nights
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",40723,Trouble Every Day
"[{'id': 27, 'name': 'Horror'}]",7219,Zombie Flesh Eaters
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",2135,The Time Machine
"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",43997,Divorcing Jack
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",965,The Magnificent Ambersons
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",44004,Hero at Large
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",7988,The Island
"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",26843,Lion of the Desert
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",27458,Little Darlings
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",8690,Eaten Alive!
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",3418,Death Watch
"[{'id': 35, 'name': 'Comedy'}]",4499,"Pepi, Luci, Bom"
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",425,Ice Age
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5851,Showtime
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1391,Y Tu Mamá También
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2371,Teheran '43
"[{'id': 35, 'name': 'Comedy'}]",6020,Sorority Boys
[],112942,Life Is to Whistle
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4547,Panic Room
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1791,The Piano Teacher
"[{'id': 35, 'name': 'Comedy'}]",62956,Very Annie Mary
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5678,The Wrong Guys
"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",26851,The Atomic Cafe
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",548,Rashomon
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1537,Changing Lanes
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",441,Human Nature
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",32617,Bite the Bullet
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",2565,Joe Versus the Volcano
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",307,"Rome, Open City"
"[{'id': 35, 'name': 'Comedy'}]",6393,Taking Care of Business
"[{'id': 99, 'name': 'Documentary'}]",1282,Dogtown and Z-Boys
"[{'id': 18, 'name': 'Drama'}]",52717,In Praise of Love
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",69324,Rain
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",73462,The Aviator
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",26030,Bob le Flambeur
"[{'id': 18, 'name': 'Drama'}]",27094,Lenny
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5203,Wild Orchid
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1815,The Big Sleep
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",55106,Butterflies Are Free
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2251,Unfaithful
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2894,The Lady and the Duke
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",45186,Big Bad Mama
"[{'id': 27, 'name': 'Horror'}]",5425,Beyond the Darkness
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",245,About a Boy
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1894,Star Wars: Episode II - Attack of the Clones
"[{'id': 18, 'name': 'Drama'}]",4012,The Believer
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1957,Enough
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",320,Insomnia
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",27834,CQ
"[{'id': 37, 'name': 'Western'}]",39435,Cowboy
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",44800,The Gambler
"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",1936,River of No Return
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4614,The Sum of All Fears
"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",163907,The Villain
"[{'id': 27, 'name': 'Horror'}]",7216,Zombie Holocaust
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",3132,Bad Company
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2501,The Bourne Identity
"[{'id': 18, 'name': 'Drama'}]",27451,Harvard Man
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}]",4993,5 Card Stud
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",103299,Traces of Red
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",180,Minority Report
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2022,Mr. Deeds
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",88818,The Object of Beauty
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",608,Men in Black II
"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",59387,The Powerpuff Girls Movie
"[{'id': 18, 'name': 'Drama'}]",26290,Me Without You
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",6278,Reign of Fire
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4147,Road to Perdition
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",1842,The Legend of Boggy Creek
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",2721,Z
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1364,Sex and Lucia
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8869,Eight Legged Freaks
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",8665,K-19: The Widowmaker
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",818,Austin Powers in Goldmember
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",33152,Who Is Cletis Tout?
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",6404,Nosferatu the Vampyre
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5155,Ossessione
"[{'id': 18, 'name': 'Drama'}]",3780,Red Beard
"[{'id': 35, 'name': 'Comedy'}]",8764,Top Secret!
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",2675,Signs
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",7451,xXx
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2750,24 Hour Party People
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6173,Read My Lips
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3640,Mostly Martha
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8653,The Isle
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",3127,The Revenge of Frankenstein
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",32825,Wild in the Country
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26056,Snipes
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",96218,Heartbreak Hospital
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4108,The Transporter
"[{'id': 27, 'name': 'Horror'}]",50382,Monster in the Closet
"[{'id': 27, 'name': 'Horror'}]",26680,Shock Waves
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",977,Tabu
"[{'id': 18, 'name': 'Drama'}]",233,The Wanderers
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5506,The Ladykillers
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",575,The Experiment
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1958,8 Women
"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",129,Spirited Away
"[{'id': 99, 'name': 'Documentary'}]",72308,Shanghai Ghetto
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2110,Wasabi
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4107,Bloody Sunday
"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",1682,Mothra vs. Godzilla
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",3092,Seance on a Wet Afternoon
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4989,Shamus
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1809,The Rules of Attraction
"[{'id': 99, 'name': 'Documentary'}]",1430,Bowling for Columbine
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",40815,On Guard
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1613,The 51st State
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",565,The Ring
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",49872,Hansel & Gretel
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",40969,Terror Train
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",5917,Tom Horn
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",140413,All Night Long
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",8691,Cannibal Ferox
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",66592,Charlie Chan and the Curse of the Dragon Queen
"[{'id': 18, 'name': 'Drama'}]",25773,The Chosen
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",26560,Continental Divide
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",225,Man of Iron
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",26444,Death Hunt
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5062,The Inquisitor
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}]",27016,"Ladies and Gentlemen, the Fabulous Stains"
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",265,Lili Marleen
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2264,Lola
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",47886,Pieces
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1672,The Professional
"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",9012,Jackass: The Movie
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1360,Frida
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1941,Exodus
"[{'id': 35, 'name': 'Comedy'}]",26685,How to Murder Your Wife
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",8427,I Spy
"[{'id': 18, 'name': 'Drama'}]",65,8 Mile
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",27204,God Is Great and I'm Not
[],152023,The Rising Place
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",672,Harry Potter and the Chamber of Secrets
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",542,The Crime of Padre Amaro
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",33251,The Way Home
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",2165,Liberty Stands Still
