id,keywords
1908,"[{'id': 6083, 'name': 'politician'}, {'id': 10508, 'name': 'teacher'}, {'id': 10909, 'name': 'lawyer'}, {'id': 11038, 'name': 'trial'}, {'id': 33519, 'name': 'courtroom'}, {'id': 34152, 'name': 'evolution'}, {'id': 156810, 'name': 'science'}, {'id': 165803, 'name': 'telephone call \xa0'}, {'id': 171497, 'name': 'rhetoric'}, {'id': 196497, 'name': 'scopes monkey trial'}, {'id': 207968, 'name': 'judiciary'}, {'id': 214780, 'name': 'courtroom drama'}]"
840,"[{'id': 1447, 'name': 'indiana'}, {'id': 1523, 'name': 'obsession'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 2227, 'name': 'evacuation'}, {'id': 2583, 'name': 'blackout'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 3268, 'name': 'secret base'}, {'id': 3760, 'name': 'light'}, {'id': 4212, 'name': 'contact'}, {'id': 4214, 'name': 'beguilement'}, {'id': 4217, 'name': 'exchange'}, {'id': 9738, 'name': 'ufo'}, {'id': 9951, 'name': 'alien'}, {'id': 10629, 'name': 'vision'}, {'id': 156091, 'name': 'missing person'}, {'id': 160754, 'name': 'mother ship'}, {'id': 187710, 'name': 'escapade'}, {'id': 206711, 'name': 'obsessive quest'}, {'id': 206811, 'name': 'life turned upside down'}]"
26689,"[{'id': 4820, 'name': 'leap in time'}, {'id': 9937, 'name': 'suspense'}, {'id': 10714, 'name': 'serial killer'}]"
2291,"[{'id': 14819, 'name': 'violence'}, {'id': 173066, 'name': 'postal worker'}, {'id': 173077, 'name': 'figment of imagination'}, {'id': 173083, 'name': 'oneiric'}]"
526,"[{'id': 305, 'name': 'moon'}, {'id': 345, 'name': 'monk'}, {'id': 1400, 'name': 'swordplay'}, {'id': 2637, 'name': 'bishop'}, {'id': 2638, 'name': 'cathedral'}, {'id': 2639, 'name': 'falcon'}, {'id': 2640, 'name': 'twilight'}, {'id': 2642, 'name': 'solar eclipse'}, {'id': 9727, 'name': 'thief'}]"
243,"[{'id': 520, 'name': 'chicago'}, {'id': 532, 'name': 'music record'}, {'id': 578, 'name': 'rock and roll'}, {'id': 633, 'name': 'record store'}, {'id': 634, 'name': 'soul'}, {'id': 635, 'name': 'disc jockey'}, {'id': 637, 'name': 'pop'}, {'id': 638, 'name': 'bruce frederick joseph springsteen'}, {'id': 639, 'name': 'record collection'}]"
6644,"[{'id': 798, 'name': 'sheriff'}, {'id': 2752, 'name': 'ranch'}, {'id': 3423, 'name': 'liquor'}, {'id': 3591, 'name': 'settler'}, {'id': 188944, 'name': 'revolver'}, {'id': 222782, 'name': 'two guns belt'}]"
879,"[{'id': 334, 'name': 'flying'}, {'id': 1400, 'name': 'swordplay'}, {'id': 1938, 'name': 'sword'}, {'id': 2486, 'name': 'fantasy'}, {'id': 4332, 'name': 'peter pan'}, {'id': 5600, 'name': 'daughter'}, {'id': 6187, 'name': 'fairy-tale figure'}, {'id': 10084, 'name': 'rescue'}]"
85689,"[{'id': 1336, 'name': 'ransom'}, {'id': 6377, 'name': 'sheik'}, {'id': 9673, 'name': 'love'}, {'id': 9748, 'name': 'revenge'}]"
1793,"[{'id': 4668, 'name': 'police operation'}, {'id': 5430, 'name': 'police protection'}, {'id': 5600, 'name': 'daughter'}, {'id': 40957, 'name': 'police academy'}]"
593,"[{'id': 1228, 'name': '1970s'}, {'id': 1565, 'name': 'loss of sense of reality'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 2117, 'name': 'subconsciousness'}, {'id': 2808, 'name': 'russian'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3801, 'name': 'space travel'}, {'id': 14626, 'name': 'astronaut'}, {'id': 157938, 'name': 'soviet'}]"
2621,"[{'id': 741, 'name': 'transplantation'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2735, 'name': 'veterinarian'}, {'id': 187056, 'name': 'woman director'}]"
2006,"[{'id': 616, 'name': 'witch'}, {'id': 977, 'name': 'cat'}, {'id': 2038, 'name': ""love of one's life""}]"
1552,"[{'id': 970, 'name': 'parent child relationship'}, {'id': 161155, 'name': 'kids'}]"
106,"[{'id': 1291, 'name': 'central and south america'}, {'id': 1297, 'name': 'predator'}, {'id': 9951, 'name': 'alien'}, {'id': 10333, 'name': 'stalking'}, {'id': 14915, 'name': 'invisible'}, {'id': 15248, 'name': 'commando'}, {'id': 209714, 'name': '3d'}]"
61560,[]
123757,[]
27197,"[{'id': 236, 'name': 'suicide'}, {'id': 818, 'name': 'based on novel'}, {'id': 6706, 'name': 'performance'}, {'id': 9714, 'name': 'remake'}, {'id': 9725, 'name': 'sword fight'}, {'id': 9748, 'name': 'revenge'}, {'id': 10564, 'name': 'japanese culture'}, {'id': 14926, 'name': 'katana sword'}, {'id': 18104, 'name': 'samurai era'}, {'id': 190446, 'name': 'edo period'}, {'id': 197915, 'name': 'kabuki'}]"
1359,"[{'id': 818, 'name': 'based on novel'}, {'id': 5636, 'name': 'wall street'}, {'id': 6259, 'name': 'psychopath'}, {'id': 174075, 'name': 'white collar'}, {'id': 174076, 'name': 'harvard business school'}, {'id': 174085, 'name': 'child of divorce'}, {'id': 174089, 'name': 'unreliable narrator'}, {'id': 187056, 'name': 'woman director'}, {'id': 217076, 'name': 'voice imitation'}]"
4967,"[{'id': 128, 'name': 'love triangle'}, {'id': 3901, 'name': 'rabbi'}, {'id': 10093, 'name': 'priest'}, {'id': 161207, 'name': 'catholicism'}]"
71402,[]
26291,"[{'id': 3199, 'name': 'clown'}, {'id': 3423, 'name': 'liquor'}, {'id': 5732, 'name': 'birthday party'}, {'id': 7464, 'name': 'alcoholism'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 165580, 'name': 'cult classic'}, {'id': 192528, 'name': 'mimes'}, {'id': 192530, 'name': 'barflies'}]"
27857,"[{'id': 237, 'name': 'gay'}, {'id': 392, 'name': 'england'}, {'id': 818, 'name': 'based on novel'}]"
4825,"[{'id': 10181, 'name': 'based on play or musical'}, {'id': 12990, 'name': 'singing'}, {'id': 156866, 'name': 'based on short story'}, {'id': 165533, 'name': 'craps'}, {'id': 165540, 'name': 'fake blindness'}, {'id': 165546, 'name': 'necktie'}, {'id': 165547, 'name': 'fiancé fiancée relationship'}, {'id': 165551, 'name': 'carnation'}, {'id': 165556, 'name': 'barber shop'}]"
3536,"[{'id': 339, 'name': 'submarine'}, {'id': 1956, 'name': 'world war ii'}, {'id': 6790, 'name': 'north atlantic'}, {'id': 10364, 'name': 'mission'}]"
1443,"[{'id': 933, 'name': 'michigan'}, {'id': 1228, 'name': '1970s'}, {'id': 14751, 'name': 'youth'}, {'id': 18035, 'name': 'family'}, {'id': 187056, 'name': 'woman director'}]"
80677,"[{'id': 34094, 'name': 'extramarital affair'}]"
889,"[{'id': 828, 'name': 'waitress'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1486, 'name': 'flirt'}, {'id': 4428, 'name': 'stone age'}, {'id': 12392, 'name': 'best friend'}, {'id': 12616, 'name': 'dinosaur'}]"
125537,[]
452,"[{'id': 791, 'name': 'mentally disabled'}, {'id': 1330, 'name': 'social coercions'}, {'id': 1672, 'name': 'lifestyle'}, {'id': 2412, 'name': 'commune'}, {'id': 2414, 'name': 'test of courage'}, {'id': 2415, 'name': 'idiot'}, {'id': 2416, 'name': 'publicity'}, {'id': 2417, 'name': 'self-awareness'}, {'id': 2419, 'name': 'staging'}, {'id': 2420, 'name': 'normality'}, {'id': 2421, 'name': 'social control'}, {'id': 2422, 'name': 'mockery'}, {'id': 2423, 'name': 'simulation'}, {'id': 2425, 'name': 'bodily disabled person'}, {'id': 2426, 'name': 'group sex'}, {'id': 2800, 'name': 'psychology'}, {'id': 6034, 'name': 'theatre milieu'}, {'id': 6089, 'name': 'freedom'}, {'id': 12420, 'name': 'unsimulated sex'}, {'id': 12996, 'name': 'dogme 95'}]"
5241,[]
98,"[{'id': 588, 'name': 'rome'}, {'id': 1394, 'name': 'gladiator'}, {'id': 1395, 'name': 'arena'}, {'id': 1399, 'name': 'senate'}, {'id': 1405, 'name': 'roman empire'}, {'id': 2280, 'name': 'emperor'}, {'id': 2831, 'name': 'slavery'}, {'id': 10141, 'name': 'battlefield'}, {'id': 11221, 'name': 'blood'}, {'id': 14704, 'name': 'ancient world'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 18543, 'name': 'combat'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 160840, 'name': 'dream sequence'}, {'id': 179780, 'name': 'chariot'}, {'id': 192230, 'name': 'philosopher'}, {'id': 235791, 'name': 'barbarian horde'}, {'id': 235792, 'name': '2nd century'}, {'id': 235793, 'name': 'successor'}]"
1058,"[{'id': 534, 'name': 'mexico'}, {'id': 1664, 'name': 'eroticism'}, {'id': 1885, 'name': 'quickie'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 2669, 'name': 'motel'}, {'id': 3182, 'name': 'seduction'}, {'id': 4666, 'name': 'final exam'}, {'id': 6149, 'name': 'police'}, {'id': 9937, 'name': 'suspense'}, {'id': 12670, 'name': 'los angeles'}, {'id': 34094, 'name': 'extramarital affair'}]"
5608,"[{'id': 1454, 'name': 'treasure'}, {'id': 1938, 'name': 'sword'}, {'id': 2035, 'name': 'mythology'}, {'id': 4615, 'name': 'folk hero'}, {'id': 5746, 'name': 'iceland'}, {'id': 6652, 'name': 'rhine'}, {'id': 10466, 'name': 'knight'}, {'id': 12554, 'name': 'dragon'}, {'id': 13027, 'name': 'wedding'}, {'id': 13084, 'name': 'king'}, {'id': 166541, 'name': 'betrayed'}, {'id': 185343, 'name': 'based on myths or folklore'}, {'id': 189093, 'name': 'ring'}, {'id': 204241, 'name': 'burgundy'}, {'id': 234174, 'name': 'dwarf'}]"
5491,"[{'id': 818, 'name': 'based on novel'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6015, 'name': 'mining'}, {'id': 9878, 'name': 'fighter jet'}, {'id': 14909, 'name': 'alien invasion'}, {'id': 159314, 'name': 'scientology'}, {'id': 159955, 'name': 'cavemen'}, {'id': 208997, 'name': 'bureaucrat'}, {'id': 213987, 'name': 'city ruin'}]"
5683,"[{'id': 1985, 'name': 'prenzlauer berg'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 162993, 'name': 'dark humor'}, {'id': 232921, 'name': 'heroes journey'}, {'id': 232922, 'name': 'pee wee herman'}, {'id': 232923, 'name': 'paul rubens'}, {'id': 232924, 'name': 'tim burton'}]"
2094,"[{'id': 578, 'name': 'rock and roll'}, {'id': 4120, 'name': 'fair'}, {'id': 4663, 'name': 'lovers'}, {'id': 5694, 'name': 'elvis'}]"
955,"[{'id': 321, 'name': 'terror'}, {'id': 514, 'name': 'spain'}, {'id': 591, 'name': 'cia'}, {'id': 720, 'name': 'helicopter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1418, 'name': 'skyscraper'}, {'id': 1568, 'name': 'undercover'}, {'id': 2041, 'name': 'island'}, {'id': 2695, 'name': 'ex-lover'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4289, 'name': 'secret agent'}, {'id': 6104, 'name': 'computer'}, {'id': 12965, 'name': 'duel'}, {'id': 14675, 'name': 'lethal virus'}, {'id': 14819, 'name': 'violence'}, {'id': 18031, 'name': 'rescue team'}, {'id': 33705, 'name': 'agent'}, {'id': 33885, 'name': 'car'}, {'id': 191881, 'name': 'research laboratory'}]"
8584,"[{'id': 7376, 'name': 'princess'}, {'id': 8099, 'name': 'sioux'}, {'id': 9935, 'name': 'travel'}, {'id': 10084, 'name': 'rescue'}, {'id': 10322, 'name': 'native american'}, {'id': 13159, 'name': 'chinese'}, {'id': 155291, 'name': 'cowboy'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 207928, 'name': '19th century'}]"
962,"[{'id': 1261, 'name': 'river'}, {'id': 1321, 'name': 'gold'}, {'id': 1691, 'name': 'dance'}, {'id': 2346, 'name': 'worker'}, {'id': 3623, 'name': 'cabin'}, {'id': 4542, 'name': 'gold rush'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 9673, 'name': 'love'}, {'id': 9880, 'name': 'alaska'}, {'id': 180808, 'name': 'klondike'}, {'id': 183875, 'name': 'little tramp'}, {'id': 186403, 'name': 'dance hall'}]"
5483,"[{'id': 65, 'name': 'holiday'}, {'id': 5159, 'name': 'tourist'}, {'id': 6876, 'name': 'vacation'}]"
668,"[{'id': 212, 'name': 'london england'}, {'id': 236, 'name': 'suicide'}, {'id': 392, 'name': 'england'}, {'id': 1223, 'name': 'switzerland'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2547, 'name': 'new identity'}, {'id': 2676, 'name': 'honeymoon'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3271, 'name': 'secret organization'}, {'id': 3288, 'name': 'secret lab'}, {'id': 3289, 'name': 'villain'}, {'id': 3370, 'name': 'kilt'}, {'id': 3371, 'name': 'family history'}, {'id': 3372, 'name': 'title of nobility'}, {'id': 3373, 'name': 'snow storm'}, {'id': 5600, 'name': 'daughter'}, {'id': 11134, 'name': 'espionage'}, {'id': 15127, 'name': 'killer'}, {'id': 156095, 'name': 'british secret service'}, {'id': 159558, 'name': 'skiing'}, {'id': 160175, 'name': 'alps'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
691,"[{'id': 212, 'name': 'london england'}, {'id': 339, 'name': 'submarine'}, {'id': 392, 'name': 'england'}, {'id': 441, 'name': 'assassination'}, {'id': 470, 'name': 'spy'}, {'id': 487, 'name': 'cairo'}, {'id': 949, 'name': 'terrorist'}, {'id': 1160, 'name': 'egypt'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1949, 'name': 'pyramid'}, {'id': 2139, 'name': 'russia'}, {'id': 3152, 'name': 'planned murder'}, {'id': 3272, 'name': 'secret intelligence service'}, {'id': 3278, 'name': 'kgb'}, {'id': 3289, 'name': 'villain'}, {'id': 3312, 'name': 'nuclear missile'}, {'id': 3464, 'name': 'tanker'}, {'id': 3465, 'name': 'sphinx'}, {'id': 3466, 'name': 'sardinien'}, {'id': 3467, 'name': 'warhead'}, {'id': 3468, 'name': 'jet ski'}, {'id': 3469, 'name': 'utopia'}, {'id': 9826, 'name': 'murder'}, {'id': 15097, 'name': 'shark'}, {'id': 15127, 'name': 'killer'}, {'id': 156095, 'name': 'british secret service'}, {'id': 159558, 'name': 'skiing'}]"
31353,[]
698,"[{'id': 110, 'name': 'venice'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1826, 'name': 'space marine'}, {'id': 1828, 'name': 'space suit'}, {'id': 2711, 'name': 'marcus square'}, {'id': 2902, 'name': 'space battle'}, {'id': 3268, 'name': 'secret base'}, {'id': 3290, 'name': 'laser'}, {'id': 3469, 'name': 'utopia'}, {'id': 3801, 'name': 'space travel'}, {'id': 12391, 'name': 'boat chase'}, {'id': 14626, 'name': 'astronaut'}, {'id': 156095, 'name': 'british secret service'}, {'id': 162610, 'name': 'weightlessness'}]"
682,"[{'id': 212, 'name': 'london england'}, {'id': 392, 'name': 'england'}, {'id': 779, 'name': 'martial arts'}, {'id': 782, 'name': 'assassin'}, {'id': 911, 'name': 'exotic island'}, {'id': 1321, 'name': 'gold'}, {'id': 2708, 'name': 'hitman'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3289, 'name': 'villain'}, {'id': 3432, 'name': 'bangkok'}, {'id': 3434, 'name': 'thailand'}, {'id': 3435, 'name': 'floatplane'}, {'id': 3436, 'name': 'karate'}, {'id': 12354, 'name': 'hong kong'}, {'id': 12965, 'name': 'duel'}, {'id': 13132, 'name': 'pistol'}, {'id': 41249, 'name': 'secret service'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
499,"[{'id': 30, 'name': 'individual'}, {'id': 90, 'name': 'paris'}, {'id': 2506, 'name': 'algerienkrieg'}, {'id': 10163, 'name': 'cancer'}, {'id': 10229, 'name': 'singer'}, {'id': 155518, 'name': 'nouvelle vague'}, {'id': 187056, 'name': 'woman director'}]"
2768,"[{'id': 2619, 'name': 'suspicion of murder'}, {'id': 3248, 'name': 'gigolo'}, {'id': 6739, 'name': 'callboy'}]"
42002,[]
21,"[{'id': 1524, 'name': 'surfer'}, {'id': 1671, 'name': 'surfboard'}, {'id': 5349, 'name': 'surfing'}]"
38688,"[{'id': 3754, 'name': 'legend'}, {'id': 10229, 'name': 'singer'}, {'id': 160061, 'name': 'bullfighter'}, {'id': 163131, 'name': 'flying dutchman'}, {'id': 167843, 'name': 'ship captain'}]"
26954,"[{'id': 293, 'name': 'female nudity'}, {'id': 612, 'name': 'hotel'}, {'id': 2588, 'name': 'brain'}, {'id': 6300, 'name': 'puppet'}, {'id': 9663, 'name': 'sequel'}, {'id': 12377, 'name': 'zombie'}, {'id': 187844, 'name': 'flashback'}]"
26958,"[{'id': 6300, 'name': 'puppet'}, {'id': 9663, 'name': 'sequel'}, {'id': 15001, 'name': 'demon'}]"
6003,"[{'id': 255, 'name': 'male nudity'}, {'id': 1605, 'name': 'new love'}, {'id': 1808, 'name': 'lover (female)'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 3691, 'name': 'forbidden love'}, {'id': 4663, 'name': 'lovers'}, {'id': 7879, 'name': 'secret love'}, {'id': 9986, 'name': 'crush'}, {'id': 10614, 'name': 'tragedy'}, {'id': 155231, 'name': 'reference to william shakespeare'}]"
985,"[{'id': 1009, 'name': 'baby'}, {'id': 1852, 'name': 'mutant'}, {'id': 2147, 'name': 'claustrophobia'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3453, 'name': 'parents-in-law'}, {'id': 4597, 'name': 'pencil'}, {'id': 4598, 'name': 'eraser'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10183, 'name': 'independent film'}, {'id': 13006, 'name': 'torture'}, {'id': 33465, 'name': 'parallel world'}, {'id': 234129, 'name': 'cool hair'}]"
541,"[{'id': 378, 'name': 'prison'}, {'id': 383, 'name': 'poker'}, {'id': 395, 'name': 'gambling'}, {'id': 1001, 'name': 'underground world'}, {'id': 1335, 'name': 'sense of guilt'}, {'id': 1416, 'name': 'jazz'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2367, 'name': 'rehabilitation'}, {'id': 2375, 'name': 'junkie'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 2694, 'name': 'cold turkey'}, {'id': 2695, 'name': 'ex-lover'}, {'id': 2696, 'name': 'drums'}, {'id': 6255, 'name': 'insanity'}]"
938,"[{'id': 801, 'name': 'bounty hunter'}, {'id': 11004, 'name': 'rural setting'}, {'id': 11488, 'name': 'pot smoking'}, {'id': 33678, 'name': 'beard'}, {'id': 34079, 'name': 'death'}, {'id': 41390, 'name': 'mustache'}, {'id': 156212, 'name': 'spaghetti western'}, {'id': 167875, 'name': 'sombrero'}, {'id': 177882, 'name': 'right hand man'}, {'id': 188947, 'name': 'sidekick'}, {'id': 207592, 'name': 'piano'}]"
2075,"[{'id': 2708, 'name': 'hitman'}, {'id': 4663, 'name': 'lovers'}, {'id': 13142, 'name': 'gangster'}, {'id': 15127, 'name': 'killer'}]"
1551,"[{'id': 314, 'name': 'life and death'}, {'id': 6155, 'name': 'afterlife'}, {'id': 6954, 'name': 'swing'}, {'id': 10937, 'name': 'memory'}, {'id': 187675, 'name': 'medical student'}, {'id': 187676, 'name': 'confetti'}]"
26554,[]
169,"[{'id': 1297, 'name': 'predator'}, {'id': 1601, 'name': 'war on drugs'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14915, 'name': 'invisible'}]"
865,"[{'id': 378, 'name': 'prison'}, {'id': 3713, 'name': 'chase'}, {'id': 4323, 'name': 'hunting human beings'}, {'id': 4325, 'name': 'game show'}, {'id': 4565, 'name': 'dystopia'}, {'id': 162988, 'name': 'dystopic future'}]"
26889,"[{'id': 577, 'name': 'black people'}, {'id': 1501, 'name': 'allegory'}, {'id': 5730, 'name': 'hispanoamerican'}, {'id': 9951, 'name': 'alien'}, {'id': 10183, 'name': 'independent film'}, {'id': 10568, 'name': 'science fiction'}]"
8810,"[{'id': 1653, 'name': 'explosive'}, {'id': 1789, 'name': 'boomerang'}, {'id': 3203, 'name': 'pilot'}, {'id': 3713, 'name': 'chase'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5011, 'name': 'deal'}, {'id': 5385, 'name': 'survivor'}, {'id': 5650, 'name': 'feral child'}, {'id': 5657, 'name': 'australia'}, {'id': 5890, 'name': 'community'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9276, 'name': 'truck'}, {'id': 9663, 'name': 'sequel'}, {'id': 10183, 'name': 'independent film'}, {'id': 10590, 'name': 'oil'}, {'id': 10689, 'name': 'wasteland'}, {'id': 12365, 'name': 'gang rape'}, {'id': 14736, 'name': 'motorcycle gang'}, {'id': 14819, 'name': 'violence'}, {'id': 15162, 'name': 'dog'}, {'id': 17937, 'name': 'desolate'}, {'id': 158269, 'name': 'oil refinery'}, {'id': 164899, 'name': 'disfigurement mask'}, {'id': 172841, 'name': 'music box'}, {'id': 175994, 'name': 'oil tanker'}, {'id': 192213, 'name': 'wanderer'}, {'id': 205624, 'name': 'ozploitation'}]"
1727,"[{'id': 351, 'name': 'poison'}, {'id': 1812, 'name': 'fbi'}, {'id': 2172, 'name': 'zoo'}, {'id': 3713, 'name': 'chase'}, {'id': 11190, 'name': 'sexual attraction'}, {'id': 33785, 'name': 'drugs and addiction'}, {'id': 156650, 'name': 'machine gun'}, {'id': 158045, 'name': 'piranha'}]"
635,"[{'id': 531, 'name': 'southern usa'}, {'id': 1453, 'name': 'amnesia'}, {'id': 1803, 'name': 'drug addiction'}, {'id': 2411, 'name': 'new orleans'}, {'id': 2835, 'name': 'neurosis'}, {'id': 2860, 'name': 'heart'}, {'id': 3177, 'name': 'fan'}, {'id': 3179, 'name': 'sanatorium'}, {'id': 5160, 'name': 'aggression by animal'}, {'id': 10629, 'name': 'vision'}, {'id': 11221, 'name': 'blood'}, {'id': 14765, 'name': 'church'}, {'id': 14964, 'name': 'drug'}, {'id': 15001, 'name': 'demon'}, {'id': 33841, 'name': 'incest'}]"
31610,[]
482,"[{'id': 242, 'name': 'new york'}, {'id': 577, 'name': 'black people'}, {'id': 2394, 'name': 'ghetto'}, {'id': 5600, 'name': 'daughter'}, {'id': 6149, 'name': 'police'}, {'id': 10601, 'name': 'blaxploitation'}]"
592,"[{'id': 582, 'name': 'san francisco'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2380, 'name': 'audio tape'}, {'id': 2980, 'name': 'wiretap'}, {'id': 4918, 'name': 'shadowing'}]"
5121,"[{'id': 378, 'name': 'prison'}, {'id': 1485, 'name': 'stadium'}, {'id': 1556, 'name': 'texas'}, {'id': 1562, 'name': 'hostage'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2393, 'name': 'adoption'}, {'id': 4725, 'name': 'baby-snatching'}, {'id': 5901, 'name': 'texas ranger'}, {'id': 6149, 'name': 'police'}, {'id': 9672, 'name': 'based on true story'}, {'id': 11724, 'name': 'vulgarity'}, {'id': 162236, 'name': 'convicted felon'}, {'id': 167043, 'name': 'road movie'}]"
195,"[{'id': 110, 'name': 'venice'}, {'id': 642, 'name': 'robbery'}, {'id': 931, 'name': 'jealousy'}, {'id': 4129, 'name': 'widow'}, {'id': 5310, 'name': 'approach'}, {'id': 11677, 'name': 'secretary'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 211269, 'name': 'emotions'}]"
6978,"[{'id': 780, 'name': 'kung fu'}, {'id': 1788, 'name': 'chinatown'}, {'id': 2343, 'name': 'magic'}, {'id': 10092, 'name': 'mystery'}]"
3133,"[{'id': 1583, 'name': 'mass murder'}, {'id': 10562, 'name': 'on the run'}, {'id': 10718, 'name': 'fugitive'}, {'id': 17987, 'name': 'killing spree'}, {'id': 155453, 'name': 'gritty'}, {'id': 185456, 'name': 'south dakota'}, {'id': 185457, 'name': 'badlands'}]"
643,"[{'id': 1816, 'name': 'staircase'}, {'id': 3231, 'name': 'russian revolution 1905'}, {'id': 3232, 'name': 'odessa'}, {'id': 3234, 'name': 'baby carriage'}, {'id': 4210, 'name': 'panic'}, {'id': 14819, 'name': 'violence'}, {'id': 14837, 'name': 'rage'}, {'id': 41599, 'name': 'sailor'}, {'id': 154802, 'name': 'silent film'}, {'id': 162845, 'name': 'revolt'}, {'id': 186004, 'name': 'imperial russia'}, {'id': 205585, 'name': 'insubordination'}, {'id': 208568, 'name': 'port city'}]"
479,"[{'id': 417, 'name': 'corruption'}, {'id': 577, 'name': 'black people'}, {'id': 700, 'name': 'italo-american'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 14819, 'name': 'violence'}, {'id': 14964, 'name': 'drug'}, {'id': 15090, 'name': 'police officer'}, {'id': 160910, 'name': 'xenophobia'}]"
7450,"[{'id': 1299, 'name': 'monster'}, {'id': 4270, 'name': 'galaxy'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9882, 'name': 'space'}, {'id': 9951, 'name': 'alien'}, {'id': 10336, 'name': 'animation'}, {'id': 10364, 'name': 'mission'}]"
7443,"[{'id': 2479, 'name': 'chicken'}, {'id': 6089, 'name': 'freedom'}, {'id': 10685, 'name': 'escape'}, {'id': 185521, 'name': 'chicken farm'}, {'id': 185522, 'name': 'pie machine'}]"
2123,"[{'id': 222, 'name': 'schizophrenia'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
2024,"[{'id': 526, 'name': 'rebel'}, {'id': 531, 'name': 'southern usa'}, {'id': 697, 'name': 'loss of son'}, {'id': 779, 'name': 'martial arts'}, {'id': 1402, 'name': 'general'}, {'id': 1465, 'name': 'loss of family'}, {'id': 2983, 'name': 'passion'}, {'id': 3074, 'name': 'insurgence'}, {'id': 4653, 'name': 'french'}, {'id': 5600, 'name': 'daughter'}, {'id': 5992, 'name': 'south carolina'}, {'id': 6731, 'name': 'british'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10292, 'name': 'gore'}, {'id': 10364, 'name': 'mission'}]"
2133,"[{'id': 3366, 'name': 'u.s. air force'}, {'id': 13046, 'name': 'grocery'}, {'id': 168663, 'name': 'jamaican'}, {'id': 168669, 'name': 'meteorologist'}, {'id': 168672, 'name': 'rescue boat'}, {'id': 168673, 'name': 'marina'}, {'id': 168676, 'name': 'city hall'}, {'id': 168678, 'name': 'the flemish cap'}, {'id': 168679, 'name': 'male camaraderie'}, {'id': 168683, 'name': 'storm at sea'}]"
25993,"[{'id': 2884, 'name': 'asylum'}, {'id': 4924, 'name': 'insane asylum'}, {'id': 9706, 'name': 'anthology'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 160174, 'name': 'mental asylum'}]"
46929,[]
26270,"[{'id': 3801, 'name': 'space travel'}]"
37744,"[{'id': 3801, 'name': 'space travel'}]"
494,"[{'id': 90, 'name': 'paris'}, {'id': 409, 'name': 'africa'}, {'id': 2173, 'name': 'illegal immigration'}, {'id': 5946, 'name': 'ethiopia'}, {'id': 6019, 'name': 'human trafficking'}, {'id': 6277, 'name': 'language course'}, {'id': 7540, 'name': 'circumcision'}, {'id': 10601, 'name': 'blaxploitation'}]"
